Street,Postal Code,City,Latitude,Longitude,URL
Regendorfer Straße 3,93138,Lappersdorf,49.05724178859833,12.090254373593323,https://filialen.aldi-sued.de/bayern/lappersdorf/regendorfer-strasse-3
Karl-Büttner-Ring 11,91207,Lauf an der Pegnitz,49.4964042,11.2621472,https://filialen.aldi-sued.de/bayern/lauf-an-der-pegnitz/karl-buettner-ring-11
Tittmoninger Straße 55,83410,Laufen,47.9373322,12.9203664,https://filialen.aldi-sued.de/bayern/laufen/tittmoninger-strasse-55
Werner-von-Siemens-Str. 10,89415,Lauingen,48.57484497194072,10.449377565641385,https://filialen.aldi-sued.de/bayern/lauingen/werner-von-siemens-str-10
Mainau 4,96215,Lichtenfels,50.1492492,11.0637066,https://filialen.aldi-sued.de/bayern/lichtenfels/mainau-4
Von-Behring-Straße 4,88131,Lindau,47.550191159267456,9.723018921649782,https://filialen.aldi-sued.de/bayern/lindau/von-behring-strasse-4
Sedanstraße 15,88161,Lindenberg,47.60181512620183,9.883056297404096,https://filialen.aldi-sued.de/bayern/lindenberg/sedanstrasse-15
Rechtenbacher Straße 35,97816,Lohr,49.993290501050566,9.560532038069596,https://filialen.aldi-sued.de/bayern/lohr/rechtenbacher-strasse-35
Lauensteiner Straße 80,96337,Ludwigsstadt,50.4936834,11.3785342,https://filialen.aldi-sued.de/bayern/ludwigsstadt/lauensteiner-strasse-80
Johann-Dahlem-Straße 11,63814,Mainaschaff,49.98745836491366,9.085562527786236,https://filialen.aldi-sued.de/bayern/mainaschaff/johann-dahlem-strasse-11
Köglmühle 1,84048,Mainburg,48.6479492235784,11.785298061108731,https://filialen.aldi-sued.de/bayern/mainburg/koeglmuehle-1
Am Strasserwinkel 5,82216,Maisach,48.2144489,11.2697879,https://filialen.aldi-sued.de/bayern/maisach/am-strasserwinkel-5
Aicher Straße 1,82291,Mammendorf,48.205486,11.1753105,https://filialen.aldi-sued.de/bayern/mammendorf/aicher-strasse-1
Geisenfelder Straße 70,85077,Manching,48.715956,11.5041407,https://filialen.aldi-sued.de/bayern/manching/geisenfelder-strasse-70
Gewerbestraße 7,85229,Markt Indersdorf,48.34595108497975,11.3819305509262,https://filialen.aldi-sued.de/bayern/markt-indersdorf/gewerbestrasse-7
Burgerfeld 10,85570,Markt Schwaben,48.190900140792955,11.85161261790472,https://filialen.aldi-sued.de/bayern/markt-schwaben/burgerfeld-10
Georg-Mayr-Straße 26,97828,Marktheidenfeld,49.8532423,9.6013192,https://filialen.aldi-sued.de/bayern/marktheidenfeld/georg-mayr-strasse-26
Bahnhofstraße 14,87616,Marktoberdorf,47.7774826,10.6141847,https://filialen.aldi-sued.de/bayern/marktoberdorf/bahnhofstrasse-14
Wölsauer Straße 35,95615,Marktredwitz,50.0056848,12.1068376,https://filialen.aldi-sued.de/bayern/marktredwitz/woelsauer-strasse-35
Im Gries 1,96364,Marktrodach,50.2561056,11.3965632,https://filialen.aldi-sued.de/bayern/marktrodach/im-gries-1
Nordgaustraße 2,93142,Maxhütte-Haidhof,49.19246280514117,12.098441840631835,https://filialen.aldi-sued.de/bayern/maxhuette-haidhof/nordgaustrasse-2
Thüringer Straße 29,97638,Mellrichstadt,50.4351621,10.3071456,https://filialen.aldi-sued.de/bayern/mellrichstadt/thueringer-strasse-29
