Street,Postalcode,City,Latitude,Longitude
Ulmer Str. 150,73431,Aalen,48.82852,10.11375
Carl-Zeiss-Str. 85,73431,Aalen,48.82394,10.06119
Wilhelmstr. 50,73433,Aalen,48.86223,10.10204
Hubertus-Liebrecht-Str. 40,88400,Biberach,48.11764,9.80499
Waldseer Str. 143,88400,Biberach,48.08122,9.80295
Obertürkheimer Str. 82,73733,Esslingen,48.75399,9.2747
Stauffenbergstr. 29,73730,Esslingen,48.73222,9.32387
Ignaz-Gfell-Platz 3,79868,Feldberg,47.86915,8.09602
Luzinweg 4,17258,Feldberg,53.32999,13.43494
Carl-Kistner-Str. 2,79115,Freiburg,47.99108,7.81594
Habsburger Str. 19,79104,Freiburg,48.01014,7.85475
Elsässer Str. 17,79110,Freiburg,48.01057,7.83122
Geschwister-Scholl-Platz 5,79111,Freiburg,47.99812,7.79572
Hauptstr. 5,78244,Gottmadingen,47.73642,8.7719
Stuttgarter Str. 130,73035,Göppingen,48.71062,9.62076
Großeislinger Str. 2,73037,Göppingen,48.70166,9.66426
Fritz-Frey-Str. 21,69121,Heidelberg,49.43734,8.67919
Heuauer Weg 2,69124,Heidelberg,49.37712,8.66435
Brückenstr. 47,69120,Heidelberg,49.41658,8.69189
In den Seewiesen 66,89520,Heidenheim,48.70178,10.16405
Neckarsulmer Straße 24,74076,Heilbronn,49.15245,9.2232
Urbanstr. 30,74072,Heilbronn,49.1352,9.22062
Heinrieterstr. 3,74074,Heilbronn,49.12616,9.22451
Eisenbahnstr. 8,76229,Karlsruhe,49.00512,8.50072
Neureuter Str. 8a,76185,Karlsruhe,49.01926,8.35541
Tivoliplatz 1,76137,Karlsruhe,48.99614,8.41058
Zeppelinstr. 15,76185,Karlsruhe,49.00192,8.35571
Theodor-Rehbock-Str. 4,76131,Karlsruhe,49.00916,8.4376
Kriegsstr. 236-240,76135,Karlsruhe,49.00568,8.38026
Römerstr. 90,77694,Kehl,48.51358,7.82027
Boschstr. 3,77694,Kehl,48.55064,7.83846
Max-Stromeyer-Str. 15,78467,Konstanz,47.67481,9.16459
Kreuzlingerstraße 24,78467,Konstanz,47.65717,9.17148
Leibnizstr. 3,70806,Kornwestheim,48.8679,9.19882
John-F. Kennedy-Allee 2,70806,Kornwestheim,48.87736,9.22309
Offenburger Str. 24,77933,Lahr,48.34591,7.84298
Geroldsecker Vorstadt 2,77933,Lahr,48.34108,7.88151
Heilbronner Str. 2,70771,Leinfelden-Echterdingen,48.69567,9.16792
Maybachstr. 10,70771,Leinfelden-Echterdingen,48.70083,9.14424
Höfer Äcker 3,70771,Leinfelden-Echterdingen,48.67142,9.17609
Reuteallee 23,71634,Ludwigsburg,48.90597,9.17882
Hindenburgstr. 60,71638,Ludwigsburg,48.891,9.20498
Koblenzer Str. 23,68309,Mannheim,49.50813,8.52805
Ulmenweg 47-49,68167,Mannheim,49.50542,8.48942
"Dammstr. 1,3",68169,Mannheim,49.49626,8.47042
Rheinauer Ring 95,68219,Mannheim,49.43089,8.53299
Schwetzinger Str. 148-152,68165,Mannheim,49.47545,8.48001
Lilienthalstr. 301-309,68307,Mannheim,49.54709,8.47948
Speckweg 55-59,68305,Mannheim,49.52264,8.48944
Kochendorfer Str. 44,74172,Neckarsulm,49.20354,9.23102
Hohenloher Straße 2/1,74172,Neckarsulm,49.1841,9.22658
Rastatter Str. 5,75179,Pforzheim,48.89944,8.66707
Sägewerkstr. 2,75181,Pforzheim,48.90948,8.75077
Kieselbronner Str. 24,75177,Pforzheim,48.90829,8.7173
Am Hauptgüterbahnhof 2-4,75177,Pforzheim,48.896,8.71116
Arlinger Straße 1,75179,Pforzheim,48.88724,8.66266
Wannweilerstr. 23,72770,Reutlingen,48.50057,9.17514
Emil-Adolff-Str. 15,72760,Reutlingen,48.49768,9.19979
Storlachstr. 31,72760,Reutlingen,48.50598,9.20913
An der Kreuzeiche 23,72762,Reutlingen,48.47869,9.19905
Steinbeißweg 2,74523,Schwäbisch,49.10541,9.70958
Leonberger Str. 25,71063,Sindelfingen,48.7159,9.00241
Mahdentalstraße 49,71065,Sindelfingen,48.7077,9.01865
Steinsbergstr. 5,74889,Sinsheim,49.2474,8.87646
Froschwiesenweg 1,74889,Sinsheim,49.2415,8.90518
Bottroper Str. 8a,70376,Stuttgart,48.81831,9.21312
Hofener Str. 126,70372,Stuttgart,48.81522,9.22692
Wildunger Str. 4,70372,Stuttgart,48.80089,9.22194
"Griegstr. 2, Anfahrt: Eltinger Straße 8",70195,Stuttgart,48.77859,9.12502
Heigelinstr. 4,70567,Stuttgart,48.71377,9.16484
Gerlinger Str. 96,70499,Stuttgart,48.81384,9.08692
Heiligenwiesen 35,70329,Stuttgart,48.7627,9.25292
Vaihinger Str. 115,70567,Stuttgart,48.72792,9.13819
Hauptstätter Str. 111,70178,Stuttgart,48.76746,9.17177
Pforzheimer Str. 338-342,70499,Stuttgart,48.81449,9.1172
Adestr. 30,70435,Stuttgart,48.83488,9.15741
Haslacher Weg 24,89075,Ulm,48.42998,10.01855
Wielandstr. 54,89073,Ulm,48.40612,10.00552
Wörthstr. 59,89077,Ulm,48.39243,9.97429
Schützenstr. 42,78056,Villingen-Schwenningen,48.06389,8.5425
Villinger Str. 149,78054,Villingen-Schwenningen,48.0628,8.51274
Altstadtstr. 11,78048,Villingen-Schwenningen,48.05488,8.46864
Beim Enggäßle 1,78050,Villingen-Schwenningen,48.05845,8.43625
Infanteriestraße 3,92224,Amberg,49.44511,11.84305
Barbarastr. 20,92224,Amberg,49.43414,11.87975
Hirschauer Str. 2,92224,Amberg,49.46663,11.85208
Donaustraße,86165,Augsburg,48.37665,10.93098
Pearl.-S.-Buck-Straße 10,86157,Augsburg,48.37153,10.86692
Reichenberger Straße 45,86161,Augsburg,48.36198,10.92014
Eichleitnerstr. 10,86199,Augsburg,48.3465,10.88601
Auerstr. 57 a,86156,Augsburg,48.38792,10.86891
Neuburger Str. 227,86169,Augsburg,48.39729,10.91513
Laubanger 14a,96052,Bamberg,49.91074,10.87413
Villachstr. 2,96052,Bamberg,49.90859,10.90136
Würzburger Str. 57,96049,Bamberg,49.87535,10.88458
Gaustadter Hauptstr. 109,96049,Bamberg,49.90269,10.86514
Riedingerstraße 21,95448,Bayreuth,49.95955,11.60231
Adolf-Wächter-Str. 1,95447,Bayreuth,49.93495,11.54984
Nürnberger Str. 3 a,95448,Bayreuth,49.93574,11.59183
Meranierring 49,95445,Bayreuth,49.95106,11.54699
Kanonenweg 15a,96450,Coburg,50.2675,10.96186
Ketschendorfer Str. 122,96450,Coburg,50.24237,10.97205
Keplerstr. 4,85221,Dachau,48.26127,11.47262
Neumühle 4,91056,Erlangen,49.58765,10.97655
Mönaustr. 75,91056,Erlangen,49.59506,10.95127
Dresdener Str. 21,91058,Erlangen,49.57872,10.98695
Karwendelring 3,85354,Freising,48.41192,11.74074
Clemensänger Ring 26,85356,Freising,48.37932,11.75211
Schwabacher Straße 5,90762,Fürth,49.47538,10.98985
Erbacher Str. 46,64658,Fürth,49.65416,8.78589
Siemensstr. 41,90766,Fürth,49.47916,10.96413
Erlanger Str. 192,90765,Fürth,49.49339,10.98918
Geschwister-Scholl-Str. 2,89312,Günzburg,48.44565,10.28318
Violastr. 11,89312,Günzburg,48.45109,10.26096
Permoserstraße 81,85057,Ingolstadt,48.77012,11.39515
Goethestraße 61,85055,Ingolstadt,48.77245,11.44449
Elisabethstr. 15,85051,Ingolstadt,48.74032,11.43683
Eriagstr. 3,85053,Ingolstadt,48.74758,11.46777
Lindauer Str. 106,87439,Kempten,47.71801,10.29709
Ludwigstr. 80,87437,Kempten,47.70035,10.32286
Goldhoferstr. 3,87700,Memmingen,48.0002,10.17226
Schlachthofstr. 37,87700,Memmingen,47.99291,10.18445
Georg Reismüller Str. 28,80999,München,48.19416,11.46449
Bergsonstr. 147,81245,München,48.16121,11.42527
Brunhamstr. 18,81249,München,48.14092,11.42474
Weihenstephaner Str. 32,81673,München,48.13154,11.62398
Truderinger Str. 190,81825,München,48.12794,11.65508
Freischützstr. 46,81927,München,48.16512,11.6449
Rainfarnstraße 48-52,80933,München,48.2098,11.55305
Ingolstädter Str. 170,80939,München,48.20318,11.58596
Dreimühlenstr. 42,81371,München,48.1195,11.55807
Luisenstr. 51-53,80333,München,48.14987,11.56625
Frankfurter Ring 5,80807,München,48.18753,11.56831
Knorrstr. 57,80807,München,48.18379,11.57275
Dachauer Str. 380,80993,München,48.19181,11.50243
Schleißheimer Straße 468,80797,München,48.20759,11.56374
Pelkovenstraße 152,80992,München,48.18203,11.53428
Mahatma-Gandhi-Platz 5,81248,München,48.14166,11.4105
Leopoldstraße 21,80802,München,48.15749,11.58379
Nymphenburger Str. 81,80636,München,48.15018,11.54455
Dachauer Str. 92,80335,München,48.15139,11.55749
Hackerbrücke 4,80335,München,48.14261,11.55255
Elisenstraße 3,80335,München,48.14086,11.56182
Theresienhöhe 5,80339,München,48.13595,11.54686
Schwanthaler Str. 31,80336,München,48.1373,11.56004
Fürstenrieder Str. 220,81377,München,48.11948,11.50228
Kapuziner Straße 18+20,80337,München,48.12693,11.55712
Kistlerhofstraße 152,81379,München,48.09458,11.5126
Thomas-Dehler-Straße 15,81737,München,48.09892,11.64604
Heimburgstr. 9 + 15,81243,München,48.14749,11.44399
Menzinger Str. 85,80992,München,48.16535,11.48966
Nawiasky Str. 3,81735,München,48.10678,11.63536
Balanstr. 188,81549,München,48.1057,11.60451
Leopoldstr. 144,80804,München,48.16892,11.58645
Schleißheimer Str. 85-87,80797,München,48.15799,11.5624
Westendstr. 100,80339,München,48.13831,11.53657
Albert-Roßhaupter-Str. 35-39,81369,München,48.11674,11.53231
Hofmannstr. 16,81379,München,48.10087,11.52929
Tübinger Str. 9,80686,München,48.13291,11.525
Corinthstr. 3,81825,München,48.11264,11.64991
Wegenerstr. 5,89231,Neu-Ulm,48.37707,10.00654
Im Starkfeld 59,89231,Neu-Ulm,48.3956,10.02059
Blomenhofstr. 1a,92318,Neumarkt,49.29893,11.46
Nürnberger Str. 46,92318,Neumarkt,49.28911,11.44422
Regensburger Str. 105,92318,Neumarkt,49.26802,11.4718
Peyerstr. 23,90429,Nürnberg,49.45803,11.04276
Kallmünzer Str. 16,90478,Nürnberg,49.43389,11.12613
Allersbergerstr. 130,90461,Nürnberg,49.43563,11.09144
Rohrmannstr. 11,90429,Nürnberg,49.44762,11.05775
Schweinfurter Str. 26,90427,Nürnberg,49.52354,11.01462
Strawinskystr. 42,90455,Nürnberg,49.34564,11.06009
Löwenberger Str. 153,90475,Nürnberg,49.41263,11.17331
Ostendstr. 58,90482,Nürnberg,49.4525,11.1112
Brettergartenstr. 84,90427,Nürnberg,49.47055,11.02564
Bessemer Str. 17,90411,Nürnberg,49.47508,11.10423
Sankt-Gallen-Ring 1,90431,Nürnberg,49.44222,11.02684
Gebersdorfer Str. 290,90449,Nürnberg,49.4357,10.99665
Bahnhofsplatz 9,90443,Nürnberg,49.44654,11.08161
Ernst-Sachs-Str. 4,90441,Nürnberg,49.42806,11.05637
Am Röthenbacher Landgraben 2,90451,Nürnberg,49.42001,11.03685
Julius-Loßmann-Str. 11,90469,Nürnberg,49.4164,11.08073
Thüringerstr. 2,90459,Nürnberg,49.43365,11.07444
Cuxhavener Str. 2,90425,Nürnberg,49.47701,11.06342
Friedrich-Viehbacher-Allee 9,93055,Regensburg,48.9885,12.1427
Altmühlstr. 4,93059,Regensburg,49.02953,12.11579
Prüfeninger Schloßstr. 4,93051,Regensburg,49.01124,12.05789
Merowinger Str. 1,93053,Regensburg,48.99358,12.10488
Metzgerweg 11,93055,Regensburg,49.02512,12.15059
Pichlmayrstraße 13,83024,Rosenheim,47.85582,12.10882
Chiemseestraße 37a,83022,Rosenheim,47.85029,12.13674
Niederwerrner Str. 93,97421,Schweinfurt,50.04788,10.2105
Professor-Zintl-Str. 11,92637,Weiden,49.69302,12.13645
Zur Centralwerkstätte 22,92637,Weiden,49.68388,12.16256
Leimberger Str. 55,92637,Weiden,49.66469,12.14758
Schweinfurter Str. 8,97080,Würzburg,49.7988,9.94589
Stuttgarter Str. 24,97084,Würzburg,49.75693,9.94286
Moskauer Ring 5,97084,Würzburg,49.7379,9.95853
Werner-von-Siemens-Str. 62,97076,Würzburg,49.80661,9.97913
Leistenstr. 25,97082,Würzburg,49.78765,9.92002
Versbacher Str. 75,97078,Würzburg,49.80983,9.96143
Mainaustr. 57,97082,Würzburg,49.79642,9.89646
Luisenstr. 52,10117,Berlin-Mitte,52.52431,13.3795
Heinrich-Heine-Str. 30,10179,Berlin-Mitte,52.50614,13.41252
Brunnenstr. 87,13355,Berlin-Mitte,52.54428,13.3916
Badstr. 60,13357,Berlin-Mitte,52.55108,13.38347
Müllerstr. 48/48a,13349,Berlin-Mitte,52.55208,13.34952
Donaustr. 96,12043,Berlin-Neukölln,52.4808,13.43879
Gutschmidtstr. 101,12359,Berlin-Neukölln,52.43913,13.43798
Tempelhofer Weg 14,12347,Berlin-Neukölln,52.45804,13.42452
Späthstr. 162,12359,Berlin-Neukölln,52.45287,13.45325
Warmensteinacher Str. 57,12349,Berlin-Neukölln,52.41448,13.42561
Buckower Damm 194,12349,Berlin-Neukölln,52.42621,13.4351
Lipschitzallee 50,12353,Berlin-Neukölln,52.42623,13.46532
Glasower Str. 42,12051,Berlin-Neukölln,52.46412,13.43525
Hermannstr. 55,12049,Berlin-Neukölln,52.47692,13.4262
Lahnstr. 61,12055,Berlin-Neukölln,52.46816,13.4469
Flughafenstr. 1,12053,Berlin-Neukölln,52.48175,13.43354
Maybachufer 32-33,12047,Berlin-Neukölln,52.49218,13.43191
Sonnenallee 192,12059,Berlin-Neukölln,52.47555,13.45209
Neuköllner Str. 236-238,12357,Berlin-Neukölln,52.42699,13.48132
Seegefelder Weg 391,13591,Berlin-Spandau,52.54637,13.14335
Nonnendammallee 175,13599,Berlin-Spandau,52.53961,13.23315
Kladower Damm 363-365,14089,Berlin-Spandau,52.45539,13.14589
Heerstr. 640,13591,Berlin-Spandau,52.52748,13.12991
Seeburger Str. 18,13581,Berlin-Spandau,52.52792,13.18866
Falkenseer Damm 19,13585,Berlin-Spandau,52.54323,13.19761
Neuendorfer Str. 30,13585,Berlin-Spandau,52.54784,13.20984
Charlottenburger Chaussee 18,13597,Berlin-Spandau,52.52642,13.24057
Mühlenstr. 2,14167,Berlin-Steglitz-Zehlendorf,52.42947,13.25993
Kaiser-Wilhelm-Str. 127,12247,Berlin-Steglitz-Zehlendorf,52.44094,13.35261
Hüttenweg 50,14195,Berlin-Steglitz-Zehlendorf,52.45738,13.26371
Kaiser-Wilhelm-Str. 6,12247,Berlin-Steglitz-Zehlendorf,52.43011,13.33357
Wismarer Str. 35,12207,Berlin-Steglitz-Zehlendorf,52.42108,13.30005
Curtiusstr. 36,12205,Berlin-Steglitz-Zehlendorf,52.44072,13.28997
Hindenburgdamm 94,12203,Berlin-Steglitz-Zehlendorf,52.44175,13.31548
Birkbuschstr. 54,12167,Berlin-Steglitz-Zehlendorf,52.44465,13.33111
Rothenburgstr. 38a,12163,Berlin-Steglitz-Zehlendorf,52.45872,13.3188
Schloßstr. 1,12163,Berlin-Steglitz-Zehlendorf,52.46444,13.3276
Steglitzer Damm 95,12169,Berlin-Steglitz-Zehlendorf,52.44919,13.35409
Teltower Damm 295,14167,Berlin-Steglitz-Zehlendorf,52.40652,13.26836
Clayallee 278,14169,Berlin-Steglitz-Zehlendorf,52.44186,13.26542
Indira-Ghandi-Str. 101,13053,Berlin-Lichtenberg,52.54653,13.46882
Große-Leege-Str. 95,13055,Berlin-Lichtenberg,52.54317,13.49723
Gehrenseestr. 11,13053,Berlin-Lichtenberg,52.55126,13.51409
Ontarioseestr. 17,10319,Berlin-Lichtenberg,52.49546,13.52325
Möllendorffstr. 75a,10367,Berlin-Lichtenberg,52.52238,13.47946
Markstr. 40-42,13409,Berlin-Reinickendorf,52.56173,13.36486
Quickborner Straße 66-70,13439,Berlin-Reinickendorf,52.6034,13.3675
Holzhauser Str. 168,13509,Berlin-Reinickendorf,52.58668,13.31641
Ruppiner Chaussee 401,13503,Berlin-Reinickendorf,52.62457,13.23038
Berliner Str. 141,13467,Berlin-Reinickendorf,52.6133,13.31426
Ollenhauer-Str. 7,13403,Berlin-Reinickendorf,52.56497,13.329
Roedernallee 45-50,13407,Berlin-Reinickendorf,52.58624,13.34149
Karolinenstr. 1-2,13507,Berlin-Reinickendorf,52.59413,13.28186
Rastatter Straße 3,12623,Berlin-Marzahn-Hellersdorf,52.49023,13.6064
Märkische Allee 276,12679,Berlin-Marzahn-Hellersdorf,52.55647,13.55441
Cecilienstr. 161,12683,Berlin-Marzahn-Hellersdorf,52.52881,13.57067
Gothaer Str. 49,12629,Berlin-Marzahn-Hellersdorf,52.53724,13.5902
Zossener Str. 121,12629,Berlin-Marzahn-Hellersdorf,52.5449,13.59305
Mark-Twain-Str. 2,12627,Berlin-Marzahn-Hellersdorf,52.53354,13.61022
Chemnitzer Str. 174,12621,Berlin-Marzahn-Hellersdorf,52.48965,13.57535
Alt-Kaulsdorf 56,12621,Berlin-Marzahn-Hellersdorf,52.50491,13.58913
Feldberger Ring 1,12619,Berlin-Marzahn-Hellersdorf,52.52797,13.58914
Märkische Allee 140A,12681,Berlin-Marzahn-Hellersdorf,52.53143,13.53701
Allee der Kosmonauten 141 A,12683,Berlin-Marzahn-Hellersdorf,52.53236,13.54964
Prötzeler Ring 8,12685,Berlin-Marzahn-Hellersdorf,52.54591,13.57575
Adlergestell 291,12489,Berlin-Treptow-Köpenick,52.43102,13.548
Semmelweisstr. 106,12524,Berlin-Treptow-Köpenick,52.42471,13.52704
Bruno-Taut-Str. 4,12524,Berlin-Treptow-Köpenick,52.41303,13.57119
Kiefholzstr. 189,12437,Berlin-Treptow-Köpenick,52.46469,13.48805
Fürstenwalder Damm 425,12587,Berlin-Treptow-Köpenick,52.45555,13.61838
Grünauer Str. 118,12557,Berlin-Treptow-Köpenick,52.43664,13.57152
Wendenschloßstr. 9,12559,Berlin-Treptow-Köpenick,52.44725,13.59253
Wilhelminenhofstr. 83-85,12459,Berlin-Treptow-Köpenick,52.46165,13.517
Kiefholzstr. 386,12435,Berlin-Treptow-Köpenick,52.48412,13.46108
Fürstenbrunner Weg 14-18,14059,Berlin-Charlottenburg-Wilmersdorf,52.51981,13.28035
Lise-Meitner-Str. 6,10589,Berlin-Charlottenburg-Wilmersdorf,52.52761,13.30677
Gervinusstr. 30,10629,Berlin-Charlottenburg-Wilmersdorf,52.50265,13.29787
Sophie-Charlotten-Str. 31,14059,Berlin-Charlottenburg-Wilmersdorf,52.51541,13.28752
Wilmersdorfer Str. 126,10627,Berlin-Charlottenburg-Wilmersdorf,52.50973,13.30583
Seesener Str. 10-13,10709,Berlin-Charlottenburg-Wilmersdorf,52.49159,13.29822
Berliner Str. 26/27,10715,Berlin-Charlottenburg-Wilmersdorf,52.48665,13.32514
Hauptstraße 65,12159,Berlin-Tempelhof-Schöneberg,52.47697,13.3418
Hauptstr. 122,10827,Berlin-Tempelhof-Schöneberg,52.48323,13.35093
Kleiststr. 3-6,10787,Berlin-Tempelhof-Schöneberg,52.50057,13.35066
Potsdamer Str. 203,10783,Berlin-Tempelhof-Schöneberg,52.49173,13.36097
Kreuzbergstr. 40,10965,Berlin-Tempelhof-Schöneberg,52.48932,13.37486
Nuthestr. 5,12307,Berlin-Tempelhof-Schöneberg,52.39769,13.392
Lichtenrader Damm 219,12305,Berlin-Tempelhof-Schöneberg,52.39287,13.40692
Großbeerenstr. 2,12107,Berlin-Tempelhof-Schöneberg,52.43874,13.37971
Marienfelder Allee 202,12279,Berlin-Tempelhof-Schöneberg,52.40859,13.35879
