Street,Postal Code,City,Latitude,Longitude
Borngasse 8,36199,Rotenburg an der Fulda,50.9961396,9.7228911
Lange Straße 73-75,49733,Haren (Ems),52.7904328,7.2351588
Ostertorstraße 60,26670,Uplengen,53.30410222,7.74605225
Haßlinghauser Straße 21,58285,Gevelsberg,51.3178606,7.3285849
Fabrikstraße 46,48712,Gescher,51.95263049,7.01325507
Am Pferdemarkt 9 a,30853,Langenhagen,52.45288114,9.74095915
Bennstedter Straße 22,06126,Halle (Saale),51.4799737,11.8957135
Blankenauer Straße 1A,37688,Beverungen,51.67316268,9.37400405
Storkower Straße 176,10369,Berlin,52.52675213,13.45831551
Zum Schützenhof 51,59821,Arnsberg,51.3958369,8.0764357
Friedrichstraße 24,49610,Quakenbrück,52.67383387,7.94592191
Meißner Straße 30b,01723,Wilsdruff,51.0557018,13.5331959
Rodenbergstraße 23,44287,Dortmund,51.49466762,7.55201546
Boeler Straße 121,58097,Hagen,51.37792534,7.47359336
Kieler Straße 21,24783,Osterrönfeld,54.2952936,9.7079435
Wittgensteiner Straße 1A,35094,Lahntal,50.8597886,8.6966942
Hülscheider Straße 31,58579,Schalksmühle,51.2580144,7.5796727
Emil-von-Behring-Straße 4,28207,Bremen,53.0683313,8.8649388
Skurumer Straße 2a,03149,Forst (Lausitz),51.72807081,14.6296425
Bergiusstraße 8,48165,Münster,51.9041215,7.6534391
Wülfrather Straße 25,42553,Velbert,51.3120432,7.0672886
Ruhrau 37,45279,Essen,51.4417375,7.0875531
Bahnhofstraße 119,45770,Marl,51.6675726,7.1660588
Umländerwiek links 9-10,26871,Papenburg,53.07658495,7.44543673
Ruhrtalstraße 99,45239,Essen,51.38141683,6.98269604
Ekelser Straße 11,26624,Südbrookmerland,53.4737902,7.3934627
Lütgendortmunder Hellweg 206,44894,Bochum,51.49490414,7.33437547
Grebensteiner Straße 13,34376,Immenhausen,51.42899566,9.46837815
Heinrich-Heine-Straße 39,04178,Leipzig,51.354699,12.293471
Nienbergstraße 100,48431,Rheine,52.2716116,7.412324
Helene-Stöcker-Straße 1,23843,Bad Oldesloe,53.80713046,10.35212346
Oraniendamm 46,13469,Berlin,52.610309,13.3189568
Wildeshauser Straße 2,27243,Harpstedt,52.90582868,8.57856414
Am langen Rasen 9,99974,Unstruttal,51.23941959,10.45622631
Karl-Marx-Straße 92-98,12043,Berlin,52.4798096,13.4361357
Ahornstraße 46,19075,Pampow,53.56646681,11.36268729
Altstadtring 100,21423,Winsen (Luhe),53.36687093,10.20200997
Haupstraße 63,49626,Berge,52.6223927,7.7552935
Barnitzer Straße 1-7,23858,Reinfeld,53.82187007,10.50070404
Veldhausener Straße 59,49828,Neuenhaus,52.5025058,6.968198
Rosslauer Straße 29,39261,Zerbst,51.953932,12.1018773
Apenrader Straße 111,24939,Flensburg,54.8094595,9.4213745
Seeveplatz 1,21073,Hamburg,53.45779078,9.98711147
Greifswalder Straße 168,10409,Berlin,52.54122664,13.43753107
Clausewitzstraße 3,26125,Oldenburg,53.1630095,8.2449948
Am Lückefeld 88,15831,Mahlow,52.35847747,13.43440217
Straße der Jugend 19,39517,Tangerhütte,52.4303634,11.7970734
Am Kaufland 3,03222,Lübbenau,51.86676124,13.93822426
Meinersdorfer Straße 6,09390,Gornsdorf,50.7185725,12.8844266
Körner Hellweg 20,44143,Dortmund,51.51552349,7.5002049
Zepziger Weg 4,06406,Bernburg (Saale),51.78088152,11.75322026
Wulfshofstraße 5,44149,Dortmund,51.4958667,7.37472259
Krumme Kamp 1-11,26676,Barßel,53.16020874,7.75539483
Soltauer Straße 85-91,21244,Buchholz in der Nordheide,53.3148533,9.8800942
Rathenaustraße 9,33102,Paderborn,51.72308909,8.73864379
Wiesenstraße 5,49401,Damme,52.5187862,8.1960213
Georg-Hermann-Allee 145,14469,Potsdam,52.42515381,13.05352671
Nienburger Straße 36,31515,Wunstorf,52.4300504,9.464286
Brunsbütteler Damm 201-203,13581,Berlin,52.53290376,13.16713078
Friedrich-Ebert-Allee 21,22869,Schenefeld,53.6090752,9.8428917
Kollenbeyer Weg 2e,06217,Merseburg,51.36053831,12.02024917
Fürstenbergstraße 15,49716,Meppen,52.6819091,7.2984797
Straße der Jugend 173,15806,Zossen,52.1959925,13.4586033
Industriestraße 1,24848,Kropp,54.41220057,9.52118381
Wedenkamp 9 b,25335,Elmshorn,53.7519328,9.64864181
Hermannstraße 72,12049,Berlin,52.4740782,13.4274582
Bergstraße 1,15562,Rüdersdorf bei Berlin,52.46878249,13.79564351
Johannes-Büll-Weg 1a,22399,Hamburg,53.65460601,10.06062828
Zschopauer Straße 244,09126,Chemnitz,50.8131482,12.9570142
Oberwiesenthaler Weg 6,09456,Annaberg-Buchholz,50.56493905,13.01146041
Hagener Straße 148,44225,Dortmund,51.46991025,7.46079691
Benninghofer Straße 99,44269,Dortmund,51.47975661,7.50558
Eickener Straße 48,45525,Hattingen,51.39812853,7.17104921
Straße der Einheit 15,06198,Salzatal,51.5261553,11.8255108
Bismarckstraße 17,12169,Berlin,52.456176,13.3378246
Hans-Christophersen-Allee 2,24860,Böklund,54.6010787,9.5849533
Windmühlenstraße 31,04107,Leipzig,51.33260173,12.37872659
Ladestraße 34,59514,Welver,51.6157363,7.9648364
Bahnhofstraße 18,09661,Hainichen,50.9824521,13.1081322
Stadtring 8,03042,Cottbus,51.76545069,14.35774024
Oldentruper Straße 266,33719,Bielefeld,52.011555,8.597949
Zum Mineralbad 1,31867,Lauenau,52.26728,9.369278
Rendsburger Straße 119,24340,Eckernförde,54.45235373,9.83544719
Raiffeisenstraße 1,27777,Ganderkesee,53.03628096,8.54243202
Westring 64,32051,Herford,52.1185841,8.6547892
Mehlbydiek 8,24376,Kappeln,54.66820965,9.92413786
Stieberstraße 53,02625,Bautzen,51.17106981,14.43627308
Dünzebacher Straße 2c,37269,Eschwege,51.18349219,10.06374886
Berliner Platz 21,22045,Hamburg,53.58460211,10.14383536
Kolberger Straße 2,23909,Ratzeburg,53.69078565,10.7987613
Poststraße 30A,22946,Trittau,53.60741898,10.41173685
Friedrichstraße 15,49809,Lingen (Ems),52.5214926,7.3313861
Kleiwellenfeld 27,59229,Ahlen,51.73884448,7.88066499
Gebhartstraße 4,23936,Grevesmühlen,53.85771757,11.18806589
Luisenglück 30,44225,Dortmund,51.47776847,7.43407388
Rünther Straße 151,59192,Bergkamen,51.6491062,7.6703157
Kunaustraße 1,22393,Hamburg,53.65286564,10.11069854
Neuenhofer Straße 99,42657,Solingen,51.15754678,7.07111384
Borgwardstraße 1,21365,Adendorf,53.29222619,10.42698679
Köhlfleet-Hauptdeich 7,21129,Hamburg,53.53346303,9.88122907
Glashütter Straße 87,01277,Dresden,51.04094253,13.79914492
Pohlweg 110,33100,Paderborn,51.7031174,8.7695962
Dannenberger Straße 30,29439,Lüchow,52.96719969,11.14620563
Ostenfelder Str. 70,25813,Husum,54.46947701,9.08977188
In der Mark 90,32278,Kirchlengern,52.2073625,8.6528116
Sprötzer Weg 31a,21244,Buchholz in der Nordheide,53.3215509,9.8465626
Otto-Hahn-Straße 18,46325,Borken,51.85555878,6.87060541
Nevinghoff 12-16,48147,Münster,51.98276956,7.6343896
Hans-Sachs-Allee 13a,18057,Rostock,54.0892511,12.0973243
Oberrege 12b,26931,Elsfleth,53.23370256,8.45387046
Kistemakerstraße 2-8,48529,Nordhorn,52.4440874,7.0607567
Rutenbecker Weg 3,42327,Wuppertal,51.2378743,7.098228
Bekassinenau 86,22147,Hamburg,53.61591126,10.13637932
August-Wegener-Straße 13,31061,Alfeld (Leine),51.9930557,9.8450278
Zum Schacht 1,45731,Waltrop,51.60719798,7.3925466
Aktienstraße 42,45359,Essen,51.4585558,6.925804
An der Windmühle 2,59469,Ense,51.5009224,7.9602307
Rudolf-Tarnow-Straße 77,19230,Hagenow,53.42835217,11.19943251
Mindener Straße 24,32361,Preußisch Oldendorf,52.30435908,8.49810017
Neuer Kamp 31,20359,Hamburg,53.5561432,9.9667489
Klotzbahn 5,42105,Wuppertal,51.25997845,7.1456151
Georg-Schlesinger-Straße 3,03042,Cottbus,51.75835414,14.34649943
Jenastieg 16,38124,Braunschweig,52.23021753,10.53479266
Lippstädter Straße 1-3,59602,Rüthen,51.49451871,8.43426593
Weserstrandstraße 17,28779,Bremen,53.18034773,8.56980044
Rosenstraße 1,23626,Ratekau,53.94792856,10.73266267
Esplanade 9,13187,Berlin,52.5573426,13.4118618
Nüttermoorer Straße 4,26789,Leer (Ostfriesland),53.25987665,7.45407979
Leipziger Straße 104,04425,Taucha,51.37563068,12.48153293
Eichenallee 1 b,21220,Seevetal,53.3915361,10.03789602
In der Werraaue 1,37281,Wanfried,51.18748714,10.16706973
Holter Straße 137-147,33758,Schloß Holte-Stukenbrock,51.90287317,8.63698633
Vor Brakens Höhe 2,34289,Zierenberg,51.3670582,9.2906975
Baarstraße 47-49,58636,Iserlohn,51.382479,7.6950561
Müggelheimer Damm 244/252,12559,Berlin,52.4138246,13.65696634
An der Bohlenbrücke 4,37213,Witzenhausen,51.34665694,9.85709889
Wulmstorfer Wiesen 4,21629,Neu Wulmstorf,53.4749103,9.7859943
Logestraße 34,27616,Beverstedt,53.43319296,8.82381087
Am Pfingstberg 25,13465,Berlin,52.626743,13.301741
Münsterstraße 32,49176,Hilter,52.13754688,8.13806099
Raimundstraße 1-3,01157,Dresden,51.05709968,13.68783022
Ludwigsburger Straße 9,04209,Leipzig,51.31956292,12.2915568
Alsterdorfer Markt 4,22297,Hamburg,53.6122438,10.0243722
Wesenberger Chaussee 2,17252,Mirow,53.2741879,12.8227193
Künsebecker Weg 1,33790,Halle (Westfalen),52.0528452,8.3561184
Fridtjof-Nansen-Straße 27,17493,Greifswald,54.09187875,13.42733669
Chemnitzer Straße 1,09385,Lugau,50.74487331,12.74780519
An der Mühle 9,35466,Rabenau,50.67915323,8.84887883
Am Markt 3,14641,Wustermark,52.54613202,12.93939603
Parchimer Straße 64,19089,Crivitz,53.56955182,11.66056735
Bohmsiel 12,27572,Bremerhaven,53.49218811,8.59600278
Ludwig-Erhard-Straße 2,37434,Gieboldehausen,51.6028841,10.2055805
Eidelstedter Weg 44,20255,Hamburg,53.5823383,9.9528338
Revaler Straße 33,10245,Berlin,52.5056683,13.4600184
Tecklenburger Straße 2,49549,Ladbergen,52.1373736,7.73745077
Möskenweg 24B,17454,Zinnowitz,54.07135979,13.90977271
Weberade 21-23,21031,Hamburg,53.50865384,10.18457731
Bunte Straße 30,48496,Hopsten,52.379516,7.6025617
Preußerstraße 1,24105,Kiel,54.3293103,10.1336699
Rahlmühler Straße 50,31848,Bad Münder,52.1966491,9.44867968
Raiffeisenstraße 17,26603,Aurich,53.45820422,7.49882583
Poppauer Straße 1,38486,Klötze,52.628815,11.1567322
Schwarzer Weg 9,19348,Perleberg,53.0641508,11.8379699
Reicker Straße 97,01237,Dresden,51.0148167,13.7894085
Hamfhofsweg 59,28357,Bremen,53.12883338,8.89656399
Höntroper Straße 67,44869,Bochum,51.45923682,7.15756625
Laascher Straße 30b,19306,Neustadt-Glewe,53.3705668,11.5943417
Friedrich-Ebert-Straße 6,17213,Malchow,53.4794845,12.4231213
Rendsburger Landstraße 240,24113,Kiel,54.30021759,10.08784713
Hamburger Straße 71,38518,Gifhorn,52.4991926,10.5444204
Stolberger Straße 25 A,06493,Harzgerode,51.63560837,11.13020278
Karl-Marx-Straße 36,12529,Schönefeld,52.40890507,13.44112427
Rheiner Straße 110,49809,Lingen (Ems),52.5073238,7.3231325
Fuchsbreite 19-23,49186,Bad Iburg,52.1511192,8.036846
Hindenburgstraße 13,28717,Bremen,53.1691322,8.698246
Am Stellwerk 13,18233,Neubukow,54.0362187,11.6822527
Badstraße 4,13357,Berlin,52.54976276,13.38975947
Friedrich-Ebert-Straße 106,45659,Recklinghausen,51.591411,7.18021034
Freiburger Straße 80,21682,Stade,53.61130789,9.48082457
Werftstraße 161,26382,Wilhelmshaven,53.5282781,8.0987263
Rechterfelder Straße 30,49429,Visbek,52.8358416,8.3176428
Friedrich-Engels-Allee 257,42285,Wuppertal,51.2642213,7.1787875
Johann-Ehrenfried-Wagner-Straße 9,09496,Marienberg,50.64767846,13.15752853
Mühlenloog 1,26529,Upgant-Schott,53.5199512,7.2768238
Steeler Straße 466,45138,Essen,51.44521241,7.05698811
Müllers Kamp 21-23,26629,Großefehn,53.40507413,7.60328548
Montebruchstraße 19,45219,Essen,51.3574804,6.93498424
Brandenburgische Straße 1,14974,Ludwigsfelde,52.31096043,13.24382557
Wilhelm-Suder-Straße 1,39356,Weferlingen,52.30910733,11.05069144
Krendelstraße 4,30916,Isernhagen,52.4249535,9.84293979
Neumünsterstraße 6 c,23812,Wahlstedt,53.9544741,10.2101991
Weberstraße 7,27753,Delmenhorst,53.05553484,8.63064814
Am Laxtener Esch 7,49811,Lingen,52.51571,7.3465
Bruchweg 5,32699,Extertal,52.0708064,9.11669434
Markscheiderweg 1a,17036,Neubrandenburg,53.5534466,13.3079369
Karl-Liebknecht-Straße 81,03046,Cottbus,51.7567755,14.3130175
Posthausen 1,28870,Ottersberg,53.0612013,9.1656296
Zum Haintor 3,34587,Felsberg,51.1350167,9.4274993
Neumünsterstraße 49B,24598,Boostedt,54.01321929,10.01518171
Bahnhofstraße 38,01968,Senftenberg,51.523194,14.002865
Kirchröder Straße 91-92,30625,Hannover,52.3721734,9.78883684
Reiherweg 6,26203,Wardenburg,53.0560019,8.2024175
Mühlenstraße 12,24582,Bordesholm,54.17728588,10.04705975
Industriestraße 4-6,98544,Zella-Mehlis,50.6439704,10.6893281
Eisenbahnstraße 20,45134,Essen,51.4274215,7.0442123
Berliner Chaussee 7,16556,Hohen Neuendorf,52.7053738,13.2686542
Mozartstraße 14-16,30173,Hannover,52.35689914,9.75218919
Wulf-Hefe-Straße 2,59457,Werl,51.54735799,7.91776649
Leipziger Platz 12,10117,Berlin,52.51023343,13.37958235
Clara-Zetkin-Straße 9,36433,Bad Salzungen,50.8102009,10.2218295
Hufenweg 24,24211,Preetz,54.23594839,10.27532605
Dünner Straße 4,32257,Bünde,52.207753,8.5939833
Paschberg 22,21698,Harsefeld,53.45589971,9.51291894
Zirkusweg 4-6,20359,Hamburg,53.54778544,9.96585613
Zur Stadtgärtnerei 1,30657,Hannover,52.4253153,9.7815818
Filderstädter Straße 5 a,04758,Oschatz,51.30070313,13.09290387
Theodor-Storm-Str. 20,31139,Hildesheim,52.13370889,9.94338338
Dorfstraße 22,13059,Berlin,52.5752885,13.5195713
Göttinger Straße 23,37120,Bovenden,51.58966755,9.92756015
Lößnitzer Straße 20-22,08280,Aue-Bad Schlema,50.59460633,12.70157388
Alfred-Delp-Weg 5,37085,Göttingen,51.52167028,9.9627029
Osdorfer Landstraße 1a,22607,Hamburg,53.56931724,9.87757165
Hastenbecker Weg 46,31785,Hameln,52.10134624,9.38214555
Bäderstraße 3,17406,Usedom,53.8753374,13.9190354
Bahnhofsstraße 44,17489,Greifswald,54.09241683,13.37289702
Am Busbahnhof 20,24784,Westerrönfeld,54.275232,9.656038
Förster-Funke-Allee 104,14532,Kleinmachnow,52.40436971,13.21964113
Flensburger Chaussee 52,25813,Husum,54.4891272,9.0787149
Bredde 36,42275,Wuppertal,51.2750248,7.2094021
Castroper Straße 206,44791,Bochum,51.49099082,7.24332241
Westermarkt 2,25884,Viöl,54.5703979,9.17248374
An der Ihle 5C,27721,Ritterhude,53.182365,8.7106873
Heyrothsberger Straße 62,39175,Biederitz,52.14595967,11.72226512
Beelener Straße 86,33442,Herzebrock-Clarholz,51.90299944,8.1921407
Kattenturmer Heerstraße 326,28277,Bremen,53.0320411,8.8109642
Industriestraße 5,48231,Warendorf,51.9217335,7.963771
Arthur-Scheunert-Allee 69,14558,Nuthetal,52.35172728,13.1022746
Selauer Straße 91a,06667,Weißenfels,51.1984728,11.9952905
Buschgrundstraße 33,45894,Gelsenkirchen,51.5851443,7.0354259
Nordring 11 b,04924,Bad Liebenwerda,51.5173088,13.3936064
Hermann-Müller-Straße 2,38315,Schladen,52.01898957,10.54963585
Schlagbaumer Straße 126,42653,Solingen,51.18950279,7.07794999
Findorffstraße 39,27726,Worpswede,53.22534265,8.92586195
Waldenburger Straße 33,09116,Chemnitz,50.831209,12.883287
Otto-Franke-Straße 98,12489,Berlin,52.4324574,13.5472562
Schützenstraße 144-146,44147,Dortmund,51.5269357,7.4517972
Döhrenacker 3,27628,Hagen im Bremischen,53.35837621,8.65708638
Riga-Ring 11,59494,Soest,51.56796614,8.12982428
Hannoversche Straße 90,49084,Osnabrück,52.25784186,8.08466612
Rogätzer Straße 27,39106,Magdeburg,52.1485441,11.6558534
Ottenser Hauptstraße 10,22765,Hamburg,53.5527025,9.9335889
Bahnhofstraße 26,31655,Stadthagen,52.32755884,9.19842229
Hauptstraße 58,22869,Schenefeld,53.60157363,9.82211953
Vor dem Nebraer Tor 5,06268,Querfurt,51.3722724,11.60441951
Am Eschenhof 5 b,17034,Neubrandenburg,53.5848892,13.2730022
Beelitzer Straße 15-19,14943,Luckenwalde,52.0919914,13.1725462
Erdkampsweg 134,22335,Hamburg,53.63507872,10.01468741
Schwerter Straße 192,58099,Hagen,51.3997183,7.4771391
Fabrikstraße 14a,01662,Meißen,51.164506,13.489593
Rundestraße 6,30161,Hannover,52.3804213,9.7373629
Grambeker Weg 95-97,23879,Mölln,53.6141163,10.6780846
Stimbergstraße 138,45739,Oer-Erkenschwick,51.6427027,7.2591363
Goldberger Straße 65,18273,Güstrow,53.7739237,12.1684696
Hammesberger Straße 24,42855,Remscheid,51.1902752,7.1738189
Warslebener Straße 6,39393,Hötensleben,52.1150689,11.0235688
Burgstraße 4,31600,Uchte,52.4995495,8.9057577
Merseburger Straße 25,04435,Schkeuditz,51.3928588,12.2109641
Kasseler Straße 42,98574,Schmalkalden,50.7182642,10.430436
Offenburger Allee 15,04600,Altenburg,50.9985415,12.4403704
Gutenbergstraße 4,24558,Henstedt-Ulzburg,53.80494668,9.97938531
Hans-Bredow-Straße 19,28307,Bremen,53.0511005,8.9575757
Hultschiner Damm 140-142,12623,Berlin,52.48724797,13.60550802
Josefstraße 3,36088,Hünfeld,50.67196026,9.76836288
Grindelberg 27-31,20144,Hamburg,53.5745177,9.97702328
Lindemannallee 21,30173,Hannover,52.35880806,9.77174855
Wilhelm-Liebknecht-Str. 2,01257,Dresden,51.01185011,13.81023589
Theodor-Heuss-Ring 136,24143,Kiel,54.300921,10.142318
Am Sportplatz 4,34439,Willebadessen,51.62506,9.023
Barmbeker Straße 17-25,22303,Hamburg,53.58450207,10.01843088
Radegaster Straße 61,06780,Zörbig,51.63629989,12.11408476
Ziegelei 3,34233,Fuldatal,51.3440195,9.5180766
Dieckmannstraße 114,48161,Münster,51.96668984,7.56357623
Jembker Straße 1,38448,Wolfsburg,52.4463932,10.7809765
Alfred-Bentz-Straße 2,30966,Hemmingen,52.3144807,9.7211143
Am Müggelpark 41-45,15537,Gosen-Neu Zittau,52.3958736,13.7208996
Am Handelspark 9,18209,Bad Doberan,54.10877657,11.9206496
Penzliner Straße 47,17235,Neustrelitz,53.3765694,13.0517493
Lutterstraße 1,37431,Bad Lauterberg im Harz,51.62780855,10.46036777
Roedernallee 15-16,13407,Berlin,52.58085995,13.34707882
Wendessener Straße 11A,38300,Wolfenbüttel,52.1483571,10.5576829
Im Feldhof 10,34260,Kaufungen,51.28370779,9.60050587
Nikolausdorfer Straße 3,49681,Garrel,52.96162516,8.0280049
Osnabrücker Landstraße 1,33335,Gütersloh,51.9112841,8.4250032
An der Stör 2 a,25548,Kellinghusen,53.94780377,9.71448097
Klöcknerstraße 3,59368,Werne,51.6641114,7.6453159
Oßmaritzer Straße 1A,07745,Jena,50.89232456,11.58403154
Wewersches Bruch 100,33106,Paderborn,51.688284,8.681097
Erdmannshainer Straße 58,04683,Naunhof,51.28284987,12.57876659
Wegedornstraße 29,12524,Berlin,52.4240713,13.5267775
Köpenicker Landstraße 296,12437,Berlin,52.4650469,13.4959974
Hundertwasserallee 3,26389,Wilhelmshaven,53.52911825,8.06961917
Carl-Zeiß-Straße 4,38644,Goslar,51.93032676,10.41107219
Itzehoer Straße 4-6,24613,Aukrug,54.08260527,9.78114341
Hindenburgstraße 29,27442,Gnarrenburg,53.3772289,9.00388776
Bahnhofstraße 42 a,57392,Schmallenberg,51.1579216,8.2918765
Kanalstraße 8,12357,Berlin,52.4308822,13.4958631
Altenderner Straße 18,44329,Dortmund,51.56845392,7.52526893
Straße der Deutschen Einheit 2-4,09217,Burgstädt,50.91854618,12.80947207
Im Hagenkamp 1,48282,Emsdetten,52.17495211,7.5365905
Postweg 16,04849,Bad Düben,51.59931664,12.59195854
Bremer Weg 199,29223,Celle,52.6363871,10.0518316
Hauptstraße 64,16348,Wandlitz,52.6860022,13.4404112
Ophauser Straße 36,58089,Hagen,51.3858291,7.43537851
Auf dem Königslande 21,22041,Hamburg,53.58124417,10.07581475
Mauerstraße 11,34117,Kassel,51.31646145,9.49649272
Heinrich-von-Stephan-Straße 2c,36251,Bad Hersfeld,50.8639983,9.7084453
Zinnhütte 13,21255,Tostedt,53.27000983,9.73384953
Am Buschberg 50,42549,Velbert,51.34613882,7.02824646
Alter Schützenplatz 1,49696,Molbergen,52.85707482,7.92833006
Welzower Straße 26A,03048,Cottbus,51.74030601,14.32378026
Fabrikstraße 3,01683,Nossen,51.0627316,13.2978116
Verdener Landstraße 39A,31582,Nienburg,52.65187483,9.21668548
Tulpenweg 4,26639,Wiesmoor,53.41896717,7.73901356
Hubertstraße 20,45139,Essen,51.46553329,7.04799847
Stader Straße 6,21781,Cadenberge,53.7701991,9.0582899
Adam-Riese-Straße 2,38518,Gifhorn,52.4684537,10.5755448
Langer Peter 27C,25524,Itzehoe,53.93218729,9.52788813
Dülmener Straße 28,59348,Lüdinghausen,51.76489848,7.3894638
Ringstraße 32,32130,Enger,52.137317,8.5536263
Oerlinghauser Straße 109,32758,Detmold,51.94568552,8.7839291
Engerstraße 61,33824,Werther,52.07961891,8.42355137
Haart 224,24539,Neumünster,54.0602547,10.009888
Emmerstedter Strasse 12,38350,Helmstedt,52.24134036,10.99521275
Rathausplatz 10,45549,Sprockhövel,51.33571841,7.2849066
Hauptstraße 35A,27729,Hambergen,53.3076704,8.8391804
Neue Grottkauer Straße 23,12619,Berlin,52.52917368,13.59562611
Bahnhofstraße 20A,25764,Wesselburen,54.20515915,8.93091883
Dessauerstraße 61,45886,Gelsenkirchen,51.5044527,7.1123745
Teutoburger Straße 2,49201,Dissen am Teutoburger Wald,52.11683738,8.20653109
Glücksburger Straße 1,24376,Kappeln,54.65886798,9.94890768
Platanenstraße 4,09356,St. Egidien,50.77358851,12.62460834
Hans-Jürgen-Klinker-Straße 1,24837,Schleswig,54.5318592,9.5752343
Heider Straße 2B,25761,Büsum,54.1383811,8.8739591
Erfurter Straße 12a,99706,Sondershausen,51.36816812,10.84944125
Petersburger Wall 9,49074,Osnabrück,52.26749502,8.0550899
Langener Landstraße 160,27580,Bremerhaven,53.5804548,8.5986717
Marktstraße 1-3,25560,Schenefeld,54.0468622,9.48401389
Am Rosenhügel 40-42,42553,Velbert,51.30479817,7.10519284
Zwischen den Wegen 4,58239,Schwerte,51.45633328,7.6129289
Straße am See 1,04207,Leipzig,51.3068176,12.2596073
Germendorfer Allee 20,16515,Oranienburg,52.75198358,13.20076665
Holzhäuser Straße 108,04299,Leipzig,51.3193619,12.424729
Weststraße 9,49324,Melle,52.2058021,8.3354077
Weidendamm 2,14482,Potsdam,52.38537292,13.10628742
Mühlenberg 18 a,24857,Fahrdorf,54.49941143,9.59754349
Mollerstraße 20,49356,Diepholz,52.6081862,8.36663665
Kaiserstraße 33,42327,Wuppertal,51.2328346,7.0723302
Bahnhofstraße 7,45549,Sprockhövel,51.36582981,7.24382539
In der Meineworth 25,30938,Großburgwedel,52.4911565,9.84413151
An der Salzrinne 2,39418,Staßfurt,51.85144476,11.5979082
Im Ohl 16B,59757,Arnsberg,51.46017378,7.95121181
Meppener Straße 22,49744,Geeste,52.5921675,7.2358197
Nienhagener Straße 3,29339,Wathlingen,52.5401128,10.1447075
Auricher Straße 14b,26556,Westerholt,53.5863961,7.4592207
Handelsstraße 4-8,04356,Leipzig,51.40175398,12.39879615
Dahlhauser Straße 177-179,45279,Essen,51.43739554,7.10619992
Friedrichsruher Weg 4,24161,Altenholz,54.3846564,10.1388724
Grot Steenbusch 35,24145,Kiel,54.28258195,10.13322663
Nachtigallenstraße 87,49324,Melle,52.191754,8.3528343
Alte Schulstrasse 2,57223,Kreuztal,50.93509949,8.00496831
Bahnhofstraße 1A,26506,Norden,53.5902438,7.2159272
Berliner Straße 83-87,21502,Geesthacht,53.43539888,10.38285794
Friedrich-Ebert-Ring 184,48429,Rheine,52.2951385,7.4505067
Am Fischereihafen 3,18069,Rostock,54.1097995,12.0852149
Marcel-Paul-Straße 48-50,99427,Weimar,50.99439139,11.31554328
Bamenohler Straße 26,57413,Finnentrop,51.163205,7.9881125
Hannoversche Straße 13,34266,Niestetal,51.315842,9.5408841
Guteborner Allee 3,08393,Meerane,50.83949199,12.44638563
Steinweg 66,32657,Lemgo,52.02366386,8.88848374
Wandsbeker Marktstraße 103-107,22041,Hamburg,53.57264206,10.06807792
Schulstraße 21,18551,Sagard,54.5279868,13.5468169
Oldesloer Straße 50,22457,Hamburg,53.63443521,9.91480604
Harpstedter Straße 34c,27793,Wildeshausen,52.9015197,8.4499119
Katernberger Straße 48-50,45327,Essen,51.49814404,7.04895639
Koburger Straße 181,04416,Markkleeberg,51.2732285,12.3563476
Am Fuchsbau 4,15345,Petershagen-Eggersdorf,52.53152777,13.80583923
Birkunger Straße 27,37327,Leinefelde-Worbis,51.38382345,10.33061966
Wöhlerstraße 48,30163,Hannover,52.3984177,9.7502274
Posener Straße 91,26388,Wilhelmshaven,53.5740059,8.0847258
Detmolder Straße 221-225,33175,Bad Lippspringe,51.788915,8.8248658
Große Parower Straße 54,18435,Stralsund,54.3282129,13.0793515
Kreisstraße 92,59379,Selm,51.6860521,7.46738014
Meiersfeld 18,49419,Wagenfeld,52.553823,8.5857219
Vahlder Weg 1A,27383,Scheeßel,53.1689346,9.4877885
Kölner Straße 90,58509,Lüdenscheid,51.21514656,7.61574956
Orkotten 11,48291,Telgte,51.97943149,7.78195341
Heckershäuser Straße 27,34292,Ahnatal,51.3682045,9.3982969
Industriestraße 19,48485,Neuenkirchen,52.24208213,7.37020155
Berliner Straße 106,02943,Weißwasser,51.508407,14.619778
Poggensiek 2,22941,Delingsdorf,53.69988665,10.24724633
Nordhusumer Straße 90,25813,Husum,54.482564,9.039765
Bessemerstraße 85,44793,Bochum,51.4743218,7.20977778
Höseler Straße 65,42579,Heiligenhaus,51.324982,6.9437666
Königstraße 58,48599,Gronau,52.217114,7.009159
Kamener Straße 11,59425,Unna,51.5544314,7.6849654
Friedrich-Ebert-Straße 294-296,58566,Kierspe,51.1315733,7.5918501
Provinzialstraße 417,44388,Dortmund,51.52177859,7.32567575
Rottwerndorfer Straße 41,01796,Pirna,50.94935631,13.94296571
Hedwigschachtstraße 1,09376,Oelsnitz,50.727912,12.7004783
Donnerstraße 228-240,45359,Essen,51.4881355,6.9311009
Görlitzer Straße 1,34379,Calden,51.4116035,9.3939218
Striepenweg 37,21147,Hamburg,53.47339,9.877083
Bienroder Weg 53,38108,Braunschweig,52.30218801,10.54003125
Osseweg 87,26789,Leer,53.219527,7.476027
Industriestraße 4,48369,Saerbeck,52.1747233,7.6272161
Grünberger Str. 82,36304,Alsfeld,50.7418449,9.2569638
Rübenstraße 60,42289,Wuppertal,51.2692909,7.2294027
Weberstraße 15,04668,Grimma,51.23429625,12.72575267
Arneburger Straße 30,39576,Stendal,52.61636737,11.86799051
